id,name,price,originalPrice,image,rating,review,description,category
496,Thai Peanut Dressing,$17.18,$69.57,http://dummyimage.com/244x100.png/ff4444/ffffff,3.9,802.2,A creamy and tangy dressing perfect for salads or as a dipping sauce.,SGZA
497,Classic White T-Shirt,$30.80,$92.03,http://dummyimage.com/160x100.png/dddddd/000000,3.7,391.4,A timeless wardrobe staple crafted from soft cotton with a perfect fit.,PF
498,Mini Indoor Herb Garden Kit,$49.51,$83.00,http://dummyimage.com/250x100.png/dddddd/000000,2.7,541.9,All-in-one kit for growing herbs in your kitchen.,BEN
499,Reflective Safety Vest,$33.35,$72.17,http://dummyimage.com/142x100.png/cc0000/ffffff,3.7,800.1,Bright safety vest for outdoor visibility during any activity.,RIG
500,Electric Fondue Pot,$71.56,$1.52,http://dummyimage.com/137x100.png/cc0000/ffffff,2.3,338.8,Set for making fondue at home.,RP
501,Kids' Activity Book,$17.72,$77.35,http://dummyimage.com/152x100.png/dddddd/000000,1.8,653.9,Fun book filled with puzzles and games for kids.,WWE
502,Athletic Compression Tights,$62.88,$81.51,http://dummyimage.com/112x100.png/5fa2dd/ffffff,3.1,431.3,High-performance compression tights designed for optimal support and comfort.,RETA
503,Fleece Lined Leggings,$17.16,$72.20,http://dummyimage.com/213x100.png/dddddd/000000,1.3,128.9,Comfortable and warm leggings perfect for colder weather.,AHPAW
504,Organic Spinach,$46.73,$52.48,http://dummyimage.com/194x100.png/5fa2dd/ffffff,3.5,857.1,"Fresh organic spinach, great for salads or cooking.",AGFSW
505,Reusable Coffee Filter,$58.09,$27.69,http://dummyimage.com/213x100.png/cc0000/ffffff,4.1,637.8,Eco-friendly coffee filter for brewing.,HDNG
506,Italian Breadsticks,$76.94,$64.20,http://dummyimage.com/124x100.png/ff4444/ffffff,1.2,273.3,Crispy breadsticks seasoned with herbs and garlic.,EVLV
507,Organic Coconut Flour,$52.94,$34.79,http://dummyimage.com/112x100.png/ff4444/ffffff,4.7,559.1,Finely ground flour from dried coconut meat.,NSA
508,Kids' Crafting Station,$62.35,$57.67,http://dummyimage.com/215x100.png/ff4444/ffffff,3.1,7.5,Complete station with supplies for kids' art projects.,FEI           
509,Sunglasses,$73.33,$99.61,http://dummyimage.com/203x100.png/5fa2dd/ffffff,3.4,38.9,Polarized sunglasses with UV protection.,DLR^G
510,Creamy Coleslaw Mix,$79.77,$43.73,http://dummyimage.com/229x100.png/ff4444/ffffff,1.4,472.9,Shredded cabbage and carrots for coleslaw.,WPXP
511,Kids' Gardening Kit,$51.23,$64.88,http://dummyimage.com/227x100.png/ff4444/ffffff,2.2,820.4,Complete set designed for children to learn gardening.,DCT
512,Tactical Backpack,$21.21,$14.18,http://dummyimage.com/113x100.png/ff4444/ffffff,3.6,65.1,Durable and versatile backpack for outdoor and travel use.,SNDE
513,Greek Yogurt Parfait,$70.12,$57.03,http://dummyimage.com/122x100.png/5fa2dd/ffffff,2.6,850.8,"Layered Greek yogurt with granola and mixed berries, ready to enjoy.",EXTN
514,Foldable Yoga Mat Carry Bag,$55.84,$16.10,http://dummyimage.com/228x100.png/5fa2dd/ffffff,4.6,671.2,Durable bag for carrying your yoga mat and accessories.,MBTF
515,Thai Green Curry Paste,$40.40,$32.90,http://dummyimage.com/133x100.png/5fa2dd/ffffff,1.2,363.5,A rich curry paste for making authentic Thai green curry at home.,SAEX
516,Pork Chops,$11.60,$59.33,http://dummyimage.com/243x100.png/cc0000/ffffff,2.0,620.3,"Tender and juicy pork chops, perfect on the grill.",SMHI
517,Spicy Garlic Edamame,$28.72,$58.76,http://dummyimage.com/247x100.png/ff4444/ffffff,4.5,771.1,"Steamed edamame tossed in a spicy garlic sauce, great for snacking.",HY
518,Gardening Gloves,$57.56,$48.39,http://dummyimage.com/149x100.png/cc0000/ffffff,2.3,720.9,Durable gardening gloves with reinforced fingertips.,FPRX
519,Adjustable Resistance Bands,$17.31,$96.80,http://dummyimage.com/247x100.png/ff4444/ffffff,1.0,264.5,Set of resistance bands for versatile strength training workouts.,GIFI
520,Electric Heat Press Machine,$91.55,$22.05,http://dummyimage.com/209x100.png/dddddd/000000,1.1,251.3,Ideal for creating custom designs on t-shirts and fabrics.,DWAC
521,Zucchini Noodle Pasta,$38.11,$58.86,http://dummyimage.com/149x100.png/ff4444/ffffff,4.9,396.2,"Low-carb zucchini noodles, perfect for a healthy alternative to pasta.",BANX
522,Outdoor Sports Backpack,$52.67,$86.31,http://dummyimage.com/123x100.png/5fa2dd/ffffff,4.3,215.6,Durable backpack designed for hiking and outdoor excursions.,VGIT
523,Kettle Corn Popcorn,$84.36,$22.63,http://dummyimage.com/151x100.png/cc0000/ffffff,5.0,948.4,"Sweet and salty kettle corn, perfect for snacking.",CNOB
524,Vegan Tacos,$29.57,$19.14,http://dummyimage.com/169x100.png/dddddd/000000,1.9,932.1,Frozen vegan tacos filled with plant-based protein and spices.,CZZ
525,Skincare Fridge,$37.61,$42.56,http://dummyimage.com/100x100.png/dddddd/000000,3.1,92.5,Small fridge designed to keep skincare products cool and fresh.,LBAI
526,Honey Ginger Tea,$81.96,$63.78,http://dummyimage.com/225x100.png/ff4444/ffffff,2.5,570.6,"Soothing tea with honey and ginger, great for relaxation.",LIVE
527,Spinach and Cheese Stuffed Shells,$34.13,$33.92,http://dummyimage.com/132x100.png/dddddd/000000,2.7,195.8,Delicious pasta shells filled with spinach and cheese,FULLL
528,Coffee Making Kit,$29.29,$73.58,http://dummyimage.com/132x100.png/cc0000/ffffff,3.5,498.8,Complete set to brew coffee with different methods.,POT
529,Handmade Wooden Utensil Set,$34.09,$49.66,http://dummyimage.com/160x100.png/dddddd/000000,4.0,244.0,Unique handcrafted utensils for cooking and serving.,OOMA
530,Wireless HDMI Transmitter,$32.69,$89.85,http://dummyimage.com/160x100.png/ff4444/ffffff,3.0,342.8,Stream HD video wirelessly to your TV.,CMCSA
531,Zesty Cilantro Lime Dressing,$3.75,$24.53,http://dummyimage.com/194x100.png/5fa2dd/ffffff,4.2,331.2,A bright and zesty dressing perfect for salads and tacos.,RELY
532,Mini Hand Gesture Drone,$28.17,$31.66,http://dummyimage.com/187x100.png/cc0000/ffffff,2.2,414.3,Toy drone that flies with gestures and is easy to control.,UN
533,Digital Food Scale,$46.22,$17.50,http://dummyimage.com/206x100.png/dddddd/000000,4.4,129.9,Precision digital scale for accurate cooking measurements.,LTEA
534,Tomato Basil Soup,$97.73,$61.70,http://dummyimage.com/192x100.png/cc0000/ffffff,3.4,334.5,"A classic soup combining tomatoes and basil, great with grilled cheese sandwiches.",FANH
535,Garlic Parmesan Wings,$12.97,$85.26,http://dummyimage.com/202x100.png/cc0000/ffffff,1.3,783.2,Frozen chicken wings with garlic parmesan sauce.,CIDM
536,Organic Cucumber,$60.87,$44.90,http://dummyimage.com/224x100.png/ff4444/ffffff,2.1,900.4,Fresh organic cucumber perfect for salads or snacking.,GRC
537,Sriracha Sauce,$4.96,$58.36,http://dummyimage.com/135x100.png/ff4444/ffffff,1.4,685.7,Spicy chili sauce for an extra kick in your meals.,HOMB
538,LED Strip Lights,$52.24,$73.06,http://dummyimage.com/172x100.png/ff4444/ffffff,2.2,459.0,Colorful LED strip lights for home decoration.,BOKF
539,Diced Tomatoes (canned),$6.53,$44.48,http://dummyimage.com/222x100.png/ff4444/ffffff,3.6,373.4,"Canned diced tomatoes, great base for sauces and soups.",EACQ
540,Weighted Blanket,$85.09,$39.79,http://dummyimage.com/146x100.png/dddddd/000000,4.1,838.3,Therapeutic weighted blanket for better sleep.,NSL
541,Peach Fruit Cups,$53.31,$49.11,http://dummyimage.com/222x100.png/ff4444/ffffff,4.1,530.8,"Juicy peach slices in light syrup, in convenient cups.",ARTNA
542,Window Bird Feeder,$0.64,$38.60,http://dummyimage.com/141x100.png/5fa2dd/ffffff,4.9,206.6,Suction cup bird feeder for close-up bird watching.,MTRX
543,Crispy Kale Chips,$45.15,$18.88,http://dummyimage.com/184x100.png/5fa2dd/ffffff,1.3,829.5,"Baked kale chips seasoned for a healthy, crunchy snack.",NIE
544,Roasted Garlic Mashed Potatoes,$38.42,$77.19,http://dummyimage.com/185x100.png/5fa2dd/ffffff,2.1,693.7,Creamy mashed potatoes infused with roasted garlic flavor.,CIB
545,Leather Wallet,$35.45,$34.34,http://dummyimage.com/140x100.png/cc0000/ffffff,2.3,947.5,Genuine leather wallet with multiple compartments.,RGC
546,Pasta Sauce Mix,$2.22,$38.44,http://dummyimage.com/231x100.png/cc0000/ffffff,2.2,768.6,Just add water for a quick pasta sauce.,HNNA
547,Cinnamon Rolls,$16.92,$89.03,http://dummyimage.com/206x100.png/dddddd/000000,2.0,911.0,"Sweet and gooey cinnamon rolls, ready to bake.",ZIONZ
548,Stainless Steel BBQ Grill Set,$54.78,$50.93,http://dummyimage.com/245x100.png/ff4444/ffffff,1.0,329.5,Essential tools for outdoor barbecues including tongs and spatula.,TNP^B
549,Pasta (Fusilli),$26.57,$41.16,http://dummyimage.com/134x100.png/cc0000/ffffff,2.8,890.1,Twisted pasta perfect for salads and pasta dishes.,WALA
550,Magnetic Curtain Tiebacks,$23.89,$59.37,http://dummyimage.com/224x100.png/cc0000/ffffff,2.6,973.1,Easy-to-use tiebacks for curtains or drapes.,IGA
551,Air Fryer Oven,$99.51,$73.78,http://dummyimage.com/167x100.png/cc0000/ffffff,4.0,800.6,"Versatile air fryer that also roasts, bakes, and broils.",PAGG
552,Overnight Hiking Backpack,$50.12,$57.32,http://dummyimage.com/101x100.png/cc0000/ffffff,3.3,127.3,Durable backpack with ample storage for outdoor adventures.,BNDX
553,Leather Biker Jacket,$60.86,$2.45,http://dummyimage.com/203x100.png/ff4444/ffffff,4.2,916.2,Stylish black leather jacket featuring a zip-up front and multiple pockets.,MULE
554,Frozen Pizza,$51.21,$80.24,http://dummyimage.com/126x100.png/ff4444/ffffff,2.7,143.5,Delicious frozen pizza with a variety of toppings.,COKE
555,Dark Chocolate Covered Almonds,$34.96,$30.81,http://dummyimage.com/182x100.png/cc0000/ffffff,1.3,141.4,Roasted almonds dipped in rich dark chocolate.,APOP
556,Pocket Blanket,$17.14,$6.19,http://dummyimage.com/196x100.png/dddddd/000000,4.6,887.1,"Compact, waterproof blanket for picnics and events.",FUNC
557,Asian Salad Mix,$30.30,$70.04,http://dummyimage.com/127x100.png/5fa2dd/ffffff,1.6,143.7,Fresh greens and veggies for a quick Asian-inspired salad.,WB
558,Sweet Pea Hummus,$28.16,$86.07,http://dummyimage.com/108x100.png/dddddd/000000,2.7,593.0,Creamy hummus made with sweet peas and tahini.,AN
559,Smart Water Bottle with Hydration Reminder,$23.26,$15.75,http://dummyimage.com/117x100.png/ff4444/ffffff,2.0,644.8,Bottle that tracks your water intake and reminds you to drink.,AWP
560,Portable Bluetooth Speaker,$94.16,$54.26,http://dummyimage.com/199x100.png/ff4444/ffffff,3.8,626.9,Compact Bluetooth speaker with rich sound quality.,HQL
561,Italian Herb Balsamic Marinade,$55.32,$36.95,http://dummyimage.com/138x100.png/ff4444/ffffff,4.9,958.5,"A rich marinade perfect for meats and vegetables, infused with Italian herbs and balsamic vinegar.",FMO
562,Collapsible Camping Cup,$1.74,$50.86,http://dummyimage.com/155x100.png/5fa2dd/ffffff,4.8,672.2,Space-saving cup that folds flat for easy storage.,SRUNU
563,Luxury Rolling Makeup Case,$13.81,$20.06,http://dummyimage.com/119x100.png/cc0000/ffffff,3.9,928.5,Stylish and spacious case for makeup and beauty products.,BBT^F
564,Sweet Potato & Kale Hash,$40.84,$48.51,http://dummyimage.com/214x100.png/ff4444/ffffff,2.6,568.6,"Savory hash made with sweet potatoes and kale, a perfect side dish.",NNN^E
565,Lemon Herb Grilled Chicken,$7.44,$76.52,http://dummyimage.com/134x100.png/cc0000/ffffff,1.3,596.7,Tender grilled chicken marinated in lemon herbs.,GHY
566,Slim Fit Chinos,$5.35,$67.42,http://dummyimage.com/222x100.png/dddddd/000000,4.7,5.9,Comfortable slim fit chinos for a polished look.,UBOH
567,Green Smoothie Mix,$71.24,$86.45,http://dummyimage.com/166x100.png/dddddd/000000,5.0,520.1,A convenient powder mix combining greens and fruits for smoothies.,TAP.A
568,Chocolate Chip Energy Balls,$99.73,$51.97,http://dummyimage.com/163x100.png/5fa2dd/ffffff,4.6,11.8,"No-bake energy balls made with oats, chocolate chips, and honey.",TCX
569,Ankle Boots,$50.33,$45.44,http://dummyimage.com/138x100.png/cc0000/ffffff,2.0,287.8,"Stylish leather ankle boots with a block heel, perfect for fall styling.",MHK
570,Multi-Layer Food Steamer,$6.71,$17.00,http://dummyimage.com/237x100.png/cc0000/ffffff,4.1,50.8,Stackable steamers for healthy cooking of vegetables and seafood.,PSA^U
571,Garden Vegetable Soup,$58.04,$28.59,http://dummyimage.com/150x100.png/5fa2dd/ffffff,2.8,158.6,"A hearty soup filled with vegetables and herbs, perfect for a light meal.",RCM
572,Pet Travel Bowl,$7.77,$52.01,http://dummyimage.com/217x100.png/ff4444/ffffff,2.9,167.6,Collapsible travel bowl for pets on the go.,UBOH
573,Garlic Herb Cream Cheese,$32.52,$27.31,http://dummyimage.com/239x100.png/ff4444/ffffff,2.3,138.6,Spreadable cream cheese blended with garlic and herbs.,PFPT
574,Smashed Avocado with Lime,$85.61,$96.22,http://dummyimage.com/197x100.png/ff4444/ffffff,1.7,290.9,"A creamy blend of avocados and lime juice, great for spreads or dips.",HRMNW
575,Sesame Garlic Stir-Fry Sauce,$21.06,$91.04,http://dummyimage.com/212x100.png/dddddd/000000,4.5,139.3,A flavorful sauce for stir-frying vegetables and meats.,VSTO
576,Teriyaki Sauce,$93.92,$58.05,http://dummyimage.com/233x100.png/dddddd/000000,1.6,622.2,Sweet and savory sauce for marinating and glazing meats or vegetables.,KIM^K
577,Strawberry Rhubarb Jam,$46.60,$14.89,http://dummyimage.com/176x100.png/dddddd/000000,2.0,925.8,"A sweet and tart jam, perfect on toast or in desserts.",FTRPR
578,Canvas Tote Bag,$70.21,$28.84,http://dummyimage.com/123x100.png/cc0000/ffffff,1.2,131.4,"Durable canvas tote bag, perfect for everyday use.",UAA
579,Spinach and Cheese Stuffed Shells,$56.84,$61.58,http://dummyimage.com/141x100.png/cc0000/ffffff,4.7,539.2,Delicious pasta shells filled with spinach and cheese,ARU.CL
580,LED Desk Lamp,$60.79,$47.67,http://dummyimage.com/215x100.png/5fa2dd/ffffff,4.8,705.8,Dimmable LED desk lamp with USB charging port.,IRCP
581,Ribbed Knit Dress,$30.99,$38.12,http://dummyimage.com/210x100.png/cc0000/ffffff,1.6,292.4,A fitted ribbed knit dress that hugs your curves perfectly.,CADC
582,Cinnamon Roll Kit,$25.13,$35.77,http://dummyimage.com/233x100.png/cc0000/ffffff,1.7,580.2,Everything you need to make melt-in-your-mouth cinnamon rolls at home.,CPB
583,Relaxed Fit Henley Shirt,$90.85,$70.40,http://dummyimage.com/123x100.png/5fa2dd/ffffff,4.8,807.6,"A comfortable henley shirt made of soft cotton, perfect for casual outings.",CSL
584,Board Game Storage,$56.61,$31.31,http://dummyimage.com/108x100.png/cc0000/ffffff,2.0,862.8,Organize your board games with this storage bin.,TORM          
585,USB-C Hub,$63.10,$31.55,http://dummyimage.com/106x100.png/5fa2dd/ffffff,1.3,991.9,Multi-port USB-C hub for connecting devices.,SLMBP
586,Travel Jewelry Organizer,$55.18,$76.27,http://dummyimage.com/175x100.png/dddddd/000000,4.3,858.4,Compact storage for your jewelry while traveling.,OMAM
587,LED Strip Lights Kit,$53.63,$73.47,http://dummyimage.com/112x100.png/5fa2dd/ffffff,2.4,569.8,DIY LED strip lights with remote control.,CRH
588,Sliced Bread,$57.35,$64.17,http://dummyimage.com/206x100.png/dddddd/000000,4.1,993.8,"Soft and fresh sliced bread, perfect for sandwiches.",L
589,Honey Mustard Chicken Breasts,$56.44,$86.56,http://dummyimage.com/177x100.png/5fa2dd/ffffff,2.9,63.5,Marinated chicken breasts coated in a sweet honey mustard glaze.,MARK
590,Mini Fondue Set,$78.98,$16.85,http://dummyimage.com/236x100.png/5fa2dd/ffffff,1.4,95.5,Complete fondue set for chocolate and cheese parties.,GLBR
591,Dog Car Seat Cover,$63.84,$26.63,http://dummyimage.com/219x100.png/dddddd/000000,3.4,145.9,Waterproof cover to protect car seats from pet hair and dirt.,JE^A
592,Pasta Sauce Mix,$26.67,$21.85,http://dummyimage.com/206x100.png/5fa2dd/ffffff,4.5,441.0,Just add water for a quick pasta sauce.,LBRDK
593,Chicken Parmesan Dinner Kit,$23.00,$63.58,http://dummyimage.com/138x100.png/ff4444/ffffff,2.4,377.3,"A complete meal kit containing breaded chicken breast, marinara sauce, and pasta, perfect for a quick dinner.",MXIM
594,Pet Safety Belt for Car,$92.39,$36.79,http://dummyimage.com/133x100.png/5fa2dd/ffffff,4.7,141.6,Seat belt attachment to keep dogs safe during car rides.,LTRX
595,Face Mask Set,$92.66,$48.42,http://dummyimage.com/140x100.png/5fa2dd/ffffff,4.7,467.0,Set of five reusable fabric face masks.,ISP
596,Camera Lens Cleaning Kit,$52.01,$9.42,http://dummyimage.com/181x100.png/cc0000/ffffff,2.5,761.8,Complete cleaning kit for camera lenses.,SQNS
597,Almond Milk Yogurt,$15.84,$24.27,http://dummyimage.com/223x100.png/dddddd/000000,5.0,18.7,"Creamy yogurt made from almond milk, vegan-friendly.",UMBF
598,Silicone Cooking Utensils Set,$20.87,$84.12,http://dummyimage.com/135x100.png/dddddd/000000,3.0,944.1,Non-stick and heat-resistant utensils for cooking.,DFBG
599,Plant Growing Kit,$49.10,$37.98,http://dummyimage.com/242x100.png/dddddd/000000,1.0,453.5,Complete kit for growing herbs indoors.,XOMA
600,Classic Baseball Cap,$52.48,$85.69,http://dummyimage.com/232x100.png/ff4444/ffffff,1.3,595.6,A timeless baseball cap that adds a sporty touch to any outfit.,RETA
601,Chocolate Chip Muffins,$11.26,$98.73,http://dummyimage.com/121x100.png/cc0000/ffffff,1.4,519.1,Fresh baked chocolate chip muffins for breakfast.,CS
602,Tahini,$82.51,$76.81,http://dummyimage.com/119x100.png/dddddd/000000,1.6,62.8,Creamy tahini made from ground sesame seeds.,CHE
603,Marinara Sauce,$57.67,$18.29,http://dummyimage.com/117x100.png/cc0000/ffffff,4.9,822.0,Classic marinara sauce for all pasta dishes.,CBAY
604,Maple Glazed Carrots,$44.35,$2.99,http://dummyimage.com/146x100.png/ff4444/ffffff,4.3,965.5,Tender carrots glazed with a sweet maple sauce.,PFIN
605,Mango Chunks,$93.89,$21.44,http://dummyimage.com/123x100.png/cc0000/ffffff,2.0,308.0,Frozen mango chunks for smoothies or snacking.,SBOW
606,Mobile Workbench,$18.16,$72.24,http://dummyimage.com/210x100.png/cc0000/ffffff,2.4,65.1,Sturdy mobile workbench with storage options.,CUZ
607,Car Trash Can,$85.04,$47.56,http://dummyimage.com/242x100.png/ff4444/ffffff,3.5,752.1,Compact trash can for keeping your car clean.,MXPT
608,Lasagna Noodles,$59.37,$36.11,http://dummyimage.com/243x100.png/cc0000/ffffff,1.5,702.2,Wide pasta sheets for making lasagna.,NOVT
609,Portable Speakers,$16.95,$60.20,http://dummyimage.com/140x100.png/5fa2dd/ffffff,2.4,708.8,Bluetooth speakers with excellent sound quality.,NETS
610,Luxury Memory Foam Mattress Topper,$3.32,$75.74,http://dummyimage.com/142x100.png/cc0000/ffffff,1.1,622.3,Adds extra comfort to your mattress for a better night's sleep.,IDA
611,Quinoa & Black Bean Salad,$27.17,$91.66,http://dummyimage.com/105x100.png/5fa2dd/ffffff,1.4,165.9,A nutritious salad with quinoa and black beans,IFON
612,Classic Bagels,$27.06,$7.90,http://dummyimage.com/198x100.png/ff4444/ffffff,4.1,333.7,"Freshly baked bagels, perfect for breakfast or snacks.",SBR
613,Kettle Corn Popcorn,$30.65,$40.61,http://dummyimage.com/144x100.png/ff4444/ffffff,2.9,248.9,"Sweet and salty kettle corn, perfect for snacking.",CCOI
614,Smoked Gouda Cheese,$82.70,$74.85,http://dummyimage.com/239x100.png/ff4444/ffffff,2.6,683.8,Rich and creamy smoked Gouda cheese perfect for snacking.,EGOV
615,Camping Tarp,$58.06,$92.88,http://dummyimage.com/175x100.png/5fa2dd/ffffff,3.8,38.4,Durable tarp for outdoor camping and protection.,SMHI
616,Electric Kettle,$17.76,$31.21,http://dummyimage.com/153x100.png/ff4444/ffffff,4.9,414.5,Rapid boil electric kettle with temperature control.,AHP^B
617,Thai Peanut Noodles,$34.98,$36.98,http://dummyimage.com/210x100.png/ff4444/ffffff,2.2,882.5,Noodles tossed in a spicy Thai peanut sauce.,MSCA
618,Pumpkin Spice Coffee,$53.89,$85.78,http://dummyimage.com/200x100.png/5fa2dd/ffffff,2.6,912.7,"Coffee blend infused with pumpkin spice, perfect for fall.",SQBG
619,Compact Portable Grill,$38.88,$96.49,http://dummyimage.com/217x100.png/ff4444/ffffff,3.8,860.3,Easy-to-use portable grill for barbecues.,CUBS
620,Hand Mixer,$43.87,$78.62,http://dummyimage.com/169x100.png/cc0000/ffffff,5.0,358.1,Compact hand mixer for easy baking.,QUOT
621,Hummus Trio Pack,$57.50,$0.68,http://dummyimage.com/132x100.png/cc0000/ffffff,1.8,351.9,"A variety pack of classic, roasted red pepper, and garlic hummus.",FEO
622,Portable Projector,$22.14,$10.68,http://dummyimage.com/101x100.png/ff4444/ffffff,3.5,238.7,Compact projector for movies and presentations on the go.,GBX
623,Handmade Leather Wallet,$9.49,$20.35,http://dummyimage.com/123x100.png/ff4444/ffffff,4.7,800.7,High-quality leather wallet with multiple compartments.,QIWI
624,Digital Alarm Clock,$82.34,$40.09,http://dummyimage.com/123x100.png/cc0000/ffffff,3.7,453.9,Snooze function and LED display for easy reading.,RBS^H
625,Puzzle 3D Model Kit,$63.32,$51.12,http://dummyimage.com/111x100.png/cc0000/ffffff,2.8,966.0,3D model puzzle kit for creative builders.,ASYS
626,Cheesy Cauliflower Bake,$82.12,$85.69,http://dummyimage.com/154x100.png/5fa2dd/ffffff,4.2,402.5,"A frozen cheesy bake made with cauliflower, great as a side dish or a vegetarian meal.",BKEPP
627,Bluetooth Tracker,$74.49,$99.56,http://dummyimage.com/138x100.png/ff4444/ffffff,3.1,66.0,Smart tracker to locate keys or other items via app.,AJXA
628,Over-the-Door Shoe Organizer,$85.30,$27.94,http://dummyimage.com/118x100.png/dddddd/000000,1.3,731.2,Space-saving solution to store shoes and keep them organized.,CAFD
629,Adjustable Pet Grooming Table,$92.20,$18.68,http://dummyimage.com/119x100.png/dddddd/000000,3.4,815.9,Professional grooming table with adjustable height.,SBCP
630,Silicone Baking Mat Set,$36.51,$79.49,http://dummyimage.com/119x100.png/ff4444/ffffff,2.0,347.7,Non-stick and reusable mats for easy baking.,ATH
631,Thyme,$54.56,$21.69,http://dummyimage.com/155x100.png/dddddd/000000,1.2,575.0,"Fresh thyme, perfect for seasoning dishes.",NBEV
632,Whole Grain Cereal,$48.47,$44.07,http://dummyimage.com/214x100.png/dddddd/000000,4.8,713.4,"Healthy whole grain cereal, great for breakfast.",BCE
633,Savory Oatmeal Cups,$46.58,$68.22,http://dummyimage.com/110x100.png/5fa2dd/ffffff,3.0,898.5,"Savory oatmeal ready to eat, great for breakfast or a snack.",NXC
634,Outdoor Mosquito Repellent Lantern,$27.07,$51.09,http://dummyimage.com/220x100.png/dddddd/000000,4.8,510.2,Lantern that repels mosquitoes while providing light.,SWFT
635,Cocoa Powder,$75.58,$5.34,http://dummyimage.com/101x100.png/cc0000/ffffff,3.9,703.4,Rich cocoa powder for baking and chocolate recipes.,SNDR
636,Portable Leaf Blower,$17.09,$13.89,http://dummyimage.com/208x100.png/cc0000/ffffff,1.0,410.6,Lightweight leaf blower for maintaining outdoor spaces.,HSON
637,Instant Pot,$97.68,$60.58,http://dummyimage.com/168x100.png/dddddd/000000,3.0,185.3,7-in-1 multi-cooker for versatile cooking.,PKX
638,Personalized Keychain,$99.46,$44.97,http://dummyimage.com/171x100.png/ff4444/ffffff,1.8,4.1,Custom keychain with engraved text.,NWBI
639,Spicy Snack Mix,$21.21,$20.97,http://dummyimage.com/149x100.png/dddddd/000000,3.1,866.7,A crunchy blend of nuts and pretzels with a spicy kick.,TDC
640,Spinach Artichoke Dip,$10.21,$17.15,http://dummyimage.com/201x100.png/ff4444/ffffff,1.0,493.9,"A delicious creamy dip featuring spinach and artichokes, perfect for parties.",LAND
641,Sriracha Chili Sauce,$46.27,$46.07,http://dummyimage.com/148x100.png/dddddd/000000,1.4,630.3,Spicy chili sauce with garlic and sugar for a flavor kick.,LUV
642,Protein Pancake Mix,$77.98,$25.03,http://dummyimage.com/188x100.png/ff4444/ffffff,4.8,663.2,A protein-packed pancake mix for a nutritious breakfast.,OLBK
643,Bicycle Lock,$33.92,$80.77,http://dummyimage.com/157x100.png/ff4444/ffffff,2.2,994.6,Heavy-duty bicycle lock for security.,HALL
644,Organic Fruit Salad,$80.76,$38.94,http://dummyimage.com/237x100.png/ff4444/ffffff,5.0,972.8,"Fresh fruit salad, ready to eat and refreshing.",COOL
645,Spicy Kimchi,$76.77,$59.16,http://dummyimage.com/151x100.png/ff4444/ffffff,4.1,581.0,"Traditional Korean fermented vegetables, packed with flavor.",CSGS
646,Tropical Fruit Bowl,$66.29,$54.59,http://dummyimage.com/150x100.png/ff4444/ffffff,4.1,4.1,A mix of tropical fruits for a refreshing snack or dessert.,NTRA
647,Cranberry Almond Biscotti,$36.67,$80.59,http://dummyimage.com/146x100.png/5fa2dd/ffffff,3.8,729.2,Crispy and delicious biscotti flavored with cranberry and almond.,IEX
648,Sweet Corn,$61.55,$66.06,http://dummyimage.com/199x100.png/dddddd/000000,1.7,136.6,"Tender sweet corn kernels, ready to eat or add to dishes.",O
649,Teriyaki Chicken Skewers,$94.51,$80.14,http://dummyimage.com/221x100.png/cc0000/ffffff,1.7,328.2,Grilled chicken skewers glazed with teriyaki sauce.,EBAY
650,Pumpkin Pancake Mix,$16.03,$64.50,http://dummyimage.com/128x100.png/ff4444/ffffff,4.8,930.7,Easy-to-make pancake mix with pumpkin spice flavor.,BSRR
651,Hiking Gaiters,$65.07,$56.54,http://dummyimage.com/235x100.png/5fa2dd/ffffff,3.2,19.5,Protective gaiters to keep dirt and debris out of shoes during hikes.,WBA
652,Peach Salsa,$3.33,$40.19,http://dummyimage.com/204x100.png/cc0000/ffffff,1.1,973.0,Sweet and spicy salsa made with fresh peaches.,GOVNI
653,LED Desk Lamp,$1.40,$30.58,http://dummyimage.com/144x100.png/cc0000/ffffff,2.5,126.9,Dimmable LED desk lamp with USB charging port.,HHC
654,Halloween Decoration Set,$87.24,$16.55,http://dummyimage.com/102x100.png/5fa2dd/ffffff,2.9,774.4,Fun decorations for Halloween to set a spooky atmosphere.,CBPO
655,Sliced Ham,$73.30,$61.32,http://dummyimage.com/214x100.png/cc0000/ffffff,2.7,665.7,"Delicious and fully cooked sliced ham, ready to eat.",ERF
656,Coconut Macaroons,$97.27,$85.17,http://dummyimage.com/161x100.png/cc0000/ffffff,3.0,866.8,"Chewy cookies made with coconut, perfect for sweet cravings.",PTCT
657,Elegant Maxi Skirt,$37.98,$98.27,http://dummyimage.com/117x100.png/cc0000/ffffff,1.9,859.3,Float through the day in this beautiful floor-length skirt.,FONR
658,Cinnamon Sugar Tortilla Chips,$73.74,$3.54,http://dummyimage.com/149x100.png/ff4444/ffffff,4.0,334.3,"Crispy chips with a sweet twist, perfect for dipping.",DATA
659,Teriyaki Beef Jerky,$82.50,$46.43,http://dummyimage.com/172x100.png/dddddd/000000,4.6,941.1,Savory and chewy beef jerky with teriyaki flavor.,BZUN
660,Pet Carrier Backpack,$67.76,$53.63,http://dummyimage.com/201x100.png/cc0000/ffffff,4.4,888.0,Comfortable and breathable backpack for carrying small pets.,FINL
